emp_no,first_name,last_name,title,birth_date,from_date,to_date,dept_name
285191,Sandeepan,Lichtman,Senior Staff,1963-05-02,1987-02-16,9999-01-01,Customer Service
285227,Masamitsu,Ashish,Senior Staff,1964-09-03,1987-06-30,9999-01-01,Customer Service
285246,Augustine,Erman,Senior Staff,1962-10-24,1987-12-18,9999-01-01,Research
285252,Gennady,Rosaz,Senior Staff,1962-02-17,1986-03-08,9999-01-01,Sales
285264,Ziva,Encarnacion,Senior Staff,1964-11-24,1986-07-04,9999-01-01,Customer Service
285279,Roded,Akaboshi,Senior Staff,1964-05-15,1985-03-07,9999-01-01,Customer Service
285323,Ger,Restivo,Senior Staff,1962-03-15,1986-07-29,9999-01-01,Marketing
285352,Stein,Gustavson,Technique Leader,1963-12-20,1987-11-24,9999-01-01,Development
285384,Tse,Hettesheimer,Engineer,1964-07-25,1986-07-06,9999-01-01,Development
285389,Leah,Rohrbach,Engineer,1964-09-04,1987-05-05,9999-01-01,Production
285396,Lena,Kohling,Engineer,1965-01-27,1986-10-04,9999-01-01,Development
285409,Yuqun,Kuszyk,Senior Staff,1964-03-23,1988-12-16,9999-01-01,Finance
285436,Shaowei,Pesch,Engineer,1964-01-10,1987-12-16,9999-01-01,Production
285449,Jolita,Esteva,Senior Engineer,1964-12-30,1987-05-10,9999-01-01,Development
285484,Xumin,Coors,Senior Engineer,1962-05-07,1987-08-01,9999-01-01,Production
285500,Dayanand,Feldmann,Senior Staff,1963-04-28,1986-03-02,9999-01-01,Human Resources
285519,Tonia,Riexinger,Technique Leader,1962-04-28,1986-09-25,9999-01-01,Development
285520,Maja,Atchley,Senior Staff,1963-08-12,1986-04-25,9999-01-01,Sales
285542,Aran,Vickson,Senior Staff,1964-02-10,1986-05-09,9999-01-01,Research
285580,Sedat,Perna,Senior Staff,1962-03-01,1986-05-03,9999-01-01,Research
285619,Soenke,Usdin,Engineer,1963-12-05,1987-10-19,9999-01-01,Production
285624,Berna,Renear,Engineer,1963-11-23,1987-03-26,9999-01-01,Development
285657,Seongbae,Jullig,Senior Staff,1962-03-18,1986-11-16,9999-01-01,Sales
285701,Ung,Wuwongse,Senior Staff,1962-07-27,1986-05-12,9999-01-01,Marketing
285714,Fumiko,Simmen,Engineer,1963-10-27,1986-01-30,9999-01-01,Quality Management
285729,Mana,Kambil,Engineer,1964-09-18,1986-09-25,9999-01-01,Quality Management
285773,Abdelwaheb,Kusakari,Engineer,1963-10-22,1986-03-03,9999-01-01,Development
285796,Boaz,Kavraki,Engineer,1963-12-06,1987-10-12,9999-01-01,Development
285828,Guadalupe,Gimarc,Senior Engineer,1964-12-24,1985-04-12,9999-01-01,Development
285877,Gay,Petereit,Engineer,1962-02-19,1987-04-23,9999-01-01,Quality Management
285879,Yunming,Quittner,Assistant Engineer,1962-01-20,1988-06-07,9999-01-01,Production
285881,Bodo,Angel,Assistant Engineer,1964-06-09,1985-02-27,9999-01-01,Development
285899,Sachem,Birge,Senior Staff,1963-11-01,1985-10-29,9999-01-01,Finance
285912,Reuven,Mellouli,Senior Staff,1963-07-07,1988-04-23,9999-01-01,Customer Service
285920,Satyanarayana,Hofstetter,Engineer,1963-02-03,1988-12-28,9999-01-01,Production
285939,Tokuyasu,Hanratty,Engineer,1962-02-01,1988-02-05,9999-01-01,Development
285984,Flemming,Xiaoshan,Senior Staff,1964-01-10,1985-07-07,9999-01-01,Customer Service
285985,Przemyslawa,Halevi,Senior Staff,1963-02-04,1986-09-21,9999-01-01,Research
285990,Izaskun,Schaad,Senior Staff,1962-10-19,1987-05-22,9999-01-01,Sales
286005,Aleksandar,Fritzsche,Engineer,1962-04-21,1988-09-18,9999-01-01,Production
286082,Rosalyn,Burnard,Assistant Engineer,1962-04-10,1986-07-09,9999-01-01,Production
286086,Parviz,Poupard,Senior Staff,1963-11-28,1987-06-16,9999-01-01,Research
286145,Rafols,Matheson,Engineer,1962-04-17,1985-09-27,9999-01-01,Production
286153,Sadok,Eickenmeyer,Senior Engineer,1962-04-17,1986-07-04,9999-01-01,Production
286164,Tse,Guardalben,Engineer,1964-10-07,1985-07-03,9999-01-01,Quality Management
286197,Xinglin,Suri,Senior Staff,1964-05-29,1985-05-30,9999-01-01,Sales
286236,Maha,Azulay,Senior Staff,1963-09-24,1988-09-12,9999-01-01,Customer Service
286243,Ronghao,Gecsel,Senior Staff,1964-03-14,1987-09-07,9999-01-01,Customer Service
286251,Magdalena,Birdsall,Engineer,1963-12-08,1985-12-09,9999-01-01,Production
286268,Conal,Zielinski,Engineer,1962-11-07,1988-07-11,9999-01-01,Production
286286,Elrique,Laurillard,Technique Leader,1963-08-30,1986-04-23,9999-01-01,Production
286320,Inderjeet,Piancastelli,Assistant Engineer,1964-07-20,1986-08-21,9999-01-01,Development
286356,Chaosheng,Attimonelli,Senior Engineer,1962-01-02,1985-07-04,9999-01-01,Development
286359,Unal,Ritzmann,Engineer,1964-08-01,1987-08-04,9999-01-01,Development
286371,Along,Guerreiro,Technique Leader,1963-12-29,1987-09-14,9999-01-01,Development
286379,Marko,Otillio,Engineer,1962-07-07,1988-04-01,9999-01-01,Quality Management
286382,Toshimo,Wursthorn,Senior Staff,1964-12-23,1985-06-13,9999-01-01,Sales
286421,Akemi,Jiang,Engineer,1964-08-05,1985-03-17,9999-01-01,Production
286424,Shen,Eppinger,Assistant Engineer,1964-01-10,1985-04-13,9999-01-01,Development
286437,Radoslaw,Fioravanti,Engineer,1964-08-02,1987-07-17,9999-01-01,Development
286468,Freyja,Strooper,Engineer,1962-02-06,1988-08-14,9999-01-01,Production
286486,Iara,Champarnaud,Assistant Engineer,1963-09-29,1988-01-02,9999-01-01,Development
286492,Shahaf,Ginneken,Technique Leader,1963-06-29,1988-07-25,9999-01-01,Development
286521,Ortrun,Syrzycki,Senior Staff,1964-05-12,1987-12-22,9999-01-01,Sales
286538,Sukumar,Attimonelli,Engineer,1963-05-25,1986-08-21,9999-01-01,Development
286546,Arlette,Hempstead,Engineer,1962-06-01,1988-09-26,9999-01-01,Development
286554,Zijian,Schmiedel,Senior Engineer,1964-03-22,1988-10-01,9999-01-01,Production
286556,Khun,Zuberek,Senior Staff,1963-01-12,1988-02-16,9999-01-01,Finance
286569,Masaki,Oxenboll,Senior Staff,1963-10-05,1986-04-29,9999-01-01,Human Resources
286616,Zine,Perin,Senior Staff,1962-10-27,1988-03-02,9999-01-01,Sales
286652,Wuxu,Nollmann,Senior Staff,1964-05-22,1988-02-13,9999-01-01,Sales
286656,Urs,Swiler,Senior Engineer,1962-11-19,1985-07-12,9999-01-01,Production
286671,Masadi,Vickson,Engineer,1962-08-19,1985-04-26,9999-01-01,Development
286684,Mart,Delgrossi,Senior Engineer,1963-08-06,1986-12-06,9999-01-01,Quality Management
286712,Muneo,Stentiford,Engineer,1963-08-27,1988-06-21,9999-01-01,Development
286713,Vishwani,Lunn,Senior Staff,1962-10-02,1985-12-25,9999-01-01,Finance
286720,KayLiang,Gien,Senior Staff,1964-06-03,1986-06-25,9999-01-01,Finance
286743,Krisda,Perng,Senior Staff,1964-02-12,1987-10-23,9999-01-01,Research
286762,Danny,Gimbel,Technique Leader,1964-04-20,1985-07-11,9999-01-01,Development
286813,Somnath,Demian,Engineer,1963-12-12,1987-08-20,9999-01-01,Development
286848,Ulf,Demeyer,Technique Leader,1964-05-19,1986-02-07,9999-01-01,Production
286855,Deborah,Shihab,Senior Staff,1964-01-03,1987-03-18,9999-01-01,Finance
286867,Christ,Fritzsche,Senior Staff,1964-04-01,1988-05-06,9999-01-01,Human Resources
286877,Yinghua,Halloran,Senior Staff,1963-07-17,1988-12-23,9999-01-01,Sales
286907,Along,Pavlopoulou,Engineer,1964-06-24,1985-06-25,9999-01-01,Development
286942,Fusako,Thombley,Senior Staff,1963-02-21,1987-05-05,9999-01-01,Customer Service
287028,LiMin,Heystek,Senior Engineer,1962-06-24,1988-03-06,9999-01-01,Production
287031,Richard,Garnham,Engineer,1964-12-01,1985-12-31,9999-01-01,Development
287043,Jaques,Restivo,Engineer,1962-12-05,1986-12-01,9999-01-01,Production
287044,Turgut,Range,Senior Engineer,1962-03-02,1987-01-24,9999-01-01,Development
287077,Yuchang,Polajnar,Assistant Engineer,1963-03-18,1987-09-29,9999-01-01,Development
287103,Martial,Poupard,Senior Staff,1964-03-04,1987-04-08,9999-01-01,Customer Service
287137,Turgut,Parfitt,Assistant Engineer,1962-11-21,1988-08-01,9999-01-01,Development
287148,Shunichi,Birjandi,Senior Engineer,1963-10-15,1986-11-26,9999-01-01,Production
287173,Moriyoshi,Luby,Senior Staff,1964-03-22,1987-02-20,9999-01-01,Marketing
287178,Gou,Hmelo,Senior Staff,1963-11-21,1987-07-10,9999-01-01,Customer Service
287219,Tua,Zucker,Technique Leader,1962-06-14,1985-07-16,9999-01-01,Production
287288,Dulce,Hempstead,Engineer,1964-03-10,1985-10-03,9999-01-01,Development
287297,Ramalingam,Speckmann,Engineer,1963-09-02,1985-10-18,9999-01-01,Quality Management
287299,Nechama,Rothenberg,Senior Staff,1962-08-11,1988-05-27,9999-01-01,Customer Service
287317,Gopalakrishnan,Hiroyama,Senior Staff,1964-11-25,1987-04-22,9999-01-01,Sales
287392,Thodoros,Berendt,Senior Staff,1962-09-30,1986-08-06,9999-01-01,Marketing
287395,Pranav,Esposito,Assistant Engineer,1964-02-28,1986-11-06,9999-01-01,Development
287422,Karoline,Colorni,Engineer,1964-11-05,1985-11-09,9999-01-01,Development
287469,Guiseppe,Iisaku,Senior Engineer,1962-11-18,1986-09-15,9999-01-01,Development
287484,Saeko,VanScheik,Senior Staff,1963-06-22,1987-01-21,9999-01-01,Sales
287491,Sastry,Escriba,Engineer,1963-11-08,1987-03-11,9999-01-01,Production
287499,Munehiro,Jullig,Engineer,1963-07-20,1985-02-20,9999-01-01,Production
287500,Lokesh,Feinberg,Senior Engineer,1963-09-29,1988-11-20,9999-01-01,Production
287511,Samphel,Muhling,Senior Engineer,1963-08-21,1988-02-04,9999-01-01,Quality Management
287513,Yakkov,Foong,Senior Staff,1962-01-04,1987-06-26,9999-01-01,Customer Service
287571,Kristin,Stenning,Senior Staff,1964-07-01,1986-07-09,9999-01-01,Sales
287591,Abdelwaheb,Motley,Senior Staff,1962-11-29,1985-04-16,9999-01-01,Sales
287609,Sailaja,Negoita,Assistant Engineer,1965-01-06,1988-01-20,9999-01-01,Development
287649,Abdelwaheb,Hainaut,Senior Engineer,1963-10-03,1986-03-25,9999-01-01,Production
287702,Munehiro,Angelopoulos,Senior Staff,1962-06-21,1986-04-07,9999-01-01,Marketing
287739,Shigeo,Etalle,Engineer,1962-07-17,1985-06-23,9999-01-01,Quality Management
287752,Naraig,Denna,Senior Staff,1964-10-23,1987-07-24,9999-01-01,Customer Service
287772,Tremaine,Dayana,Engineer,1962-12-18,1987-11-17,9999-01-01,Production
287786,Amabile,Georgatos,Engineer,1963-06-29,1987-05-29,9999-01-01,Development
287792,Tremaine,Alpin,Senior Staff,1964-11-22,1985-04-16,9999-01-01,Sales
287800,Tran,Conti,Technique Leader,1963-07-25,1985-12-29,9999-01-01,Development
287811,Otilia,Rothenberg,Senior Staff,1962-08-21,1986-11-29,9999-01-01,Human Resources
287849,Xinglin,Chaudhury,Engineer,1963-01-05,1987-03-31,9999-01-01,Development
287859,Yuriy,Aloisi,Senior Staff,1962-12-05,1985-08-25,9999-01-01,Sales
287866,Eben,Dalphin,Engineer,1962-07-18,1986-03-03,9999-01-01,Production
287879,Satosi,Einsfeld,Senior Staff,1964-06-17,1986-02-17,9999-01-01,Customer Service
287899,Flemming,Nastansky,Senior Staff,1963-02-07,1988-04-25,9999-01-01,Human Resources
287907,Yakkov,Peot,Senior Staff,1962-11-17,1985-03-21,9999-01-01,Marketing
287914,Reuven,Chiola,Technique Leader,1963-09-01,1986-09-27,9999-01-01,Development
287922,Christ,Nicolson,Senior Staff,1964-07-22,1987-10-21,9999-01-01,Customer Service
287952,Siddarth,Oehlmann,Senior Staff,1963-01-18,1987-02-18,9999-01-01,Sales
287978,Sasan,Delgrange,Senior Staff,1964-11-18,1987-03-06,9999-01-01,Human Resources
287993,Jiakeng,Itzfeldt,Engineer,1964-11-19,1988-01-19,9999-01-01,Development
288021,Volkmar,Lodder,Assistant Engineer,1964-06-02,1985-12-21,9999-01-01,Development
288028,Kauko,Narwekar,Engineer,1965-01-22,1985-12-16,9999-01-01,Development
288031,Chikara,Pero,Senior Staff,1962-02-17,1985-08-27,9999-01-01,Marketing
288046,Tokuyasu,Feldhoffer,Senior Staff,1962-05-15,1986-08-07,9999-01-01,Sales
288061,Paraskevi,Birsak,Senior Engineer,1962-08-25,1986-08-21,9999-01-01,Production
288070,Anwar,Stanger,Senior Staff,1962-02-14,1985-04-11,9999-01-01,Research
288076,Sreekrishna,Botman,Senior Staff,1962-09-01,1988-08-10,9999-01-01,Sales
288077,Falguni,Ernst,Senior Engineer,1964-03-27,1988-02-07,9999-01-01,Production
288083,Michaela,Larfeldt,Senior Staff,1963-03-26,1988-10-13,9999-01-01,Sales
288089,Berry,Lemarechal,Senior Engineer,1963-11-07,1987-05-19,9999-01-01,Quality Management
288097,Kazuhisa,Muchinsky,Senior Staff,1964-11-11,1986-07-15,9999-01-01,Finance
288110,Claude,Qiwen,Senior Staff,1963-08-19,1986-11-17,9999-01-01,Sales
288179,Chenyi,Melski,Senior Engineer,1963-12-21,1987-09-08,9999-01-01,Production
288192,Jamaludin,Openshaw,Senior Staff,1964-11-26,1986-12-17,9999-01-01,Marketing
288200,Tze,Daescu,Senior Staff,1962-12-16,1988-01-29,9999-01-01,Human Resources
288226,Guiseppe,Weedman,Senior Engineer,1964-06-03,1985-12-05,9999-01-01,Production
288228,Aram,Pettis,Assistant Engineer,1964-10-10,1987-09-27,9999-01-01,Development
288232,Shunichi,Attimonelli,Engineer,1964-05-26,1988-11-19,9999-01-01,Development
288238,Bedrich,Cannane,Engineer,1964-07-07,1988-07-11,9999-01-01,Development
288251,Pintsang,Solares,Technique Leader,1962-04-10,1985-07-10,9999-01-01,Development
288299,Sashi,Reeker,Senior Staff,1963-01-18,1987-11-28,9999-01-01,Human Resources
288315,Dharmaraja,Mellouli,Senior Staff,1964-03-29,1985-04-08,9999-01-01,Sales
288353,Khalid,Decleir,Senior Staff,1964-01-03,1987-04-01,9999-01-01,Sales
288383,Heng,Reeken,Technique Leader,1964-09-13,1988-01-01,9999-01-01,Production
288411,Achilleas,Frolund,Engineer,1964-07-22,1986-03-15,9999-01-01,Development
288425,Stepehn,Jullig,Engineer,1964-11-15,1986-04-08,9999-01-01,Quality Management
288429,Luerbio,Luga,Engineer,1964-02-22,1986-04-18,9999-01-01,Development
288432,Dzung,Olano,Engineer,1963-08-26,1985-12-20,9999-01-01,Production
288477,Satyanarayana,Siepmann,Engineer,1964-01-18,1986-10-25,9999-01-01,Production
288513,Gina,Taneja,Engineer,1964-02-05,1986-06-10,9999-01-01,Development
288527,Rafail,Businaro,Engineer,1964-09-03,1985-03-15,9999-01-01,Development
288541,Abdelwaheb,Uhrik,Engineer,1964-04-01,1985-05-22,9999-01-01,Development
288547,Bedir,Kading,Engineer,1963-07-27,1987-11-11,9999-01-01,Production
288571,Shigeichiro,Kranzdorf,Senior Staff,1962-03-23,1986-02-23,9999-01-01,Marketing
288589,DeForest,Peck,Senior Staff,1964-08-16,1986-03-08,9999-01-01,Customer Service
288594,Rildo,Rabehasaina,Senior Engineer,1962-02-27,1987-10-03,9999-01-01,Development
288663,Shai,Servieres,Senior Staff,1964-10-04,1987-09-30,9999-01-01,Human Resources
288687,Abdelwaheb,Staudhammer,Senior Staff,1964-12-18,1987-02-19,9999-01-01,Finance
288731,Xuejia,Kopetz,Senior Staff,1963-01-04,1988-08-29,9999-01-01,Research
288733,Yuchang,Waschkowski,Senior Staff,1962-09-08,1986-05-04,9999-01-01,Human Resources
288757,Ramya,Merel,Senior Engineer,1962-01-31,1985-10-08,9999-01-01,Development
288799,Ioana,Collavizza,Engineer,1962-10-13,1986-03-23,9999-01-01,Development
288802,Hideyuki,Champarnaud,Senior Staff,1964-02-22,1988-04-10,9999-01-01,Sales
288811,Marjo,Fortenbacher,Senior Engineer,1963-01-13,1987-12-20,9999-01-01,Development
288819,Ortrud,Lagarias,Senior Staff,1964-02-08,1987-11-25,9999-01-01,Sales
288826,Subhada,Ghemri,Engineer,1963-02-20,1987-08-17,9999-01-01,Development
288828,Shigeichiro,Schaft,Engineer,1962-07-12,1987-01-20,9999-01-01,Quality Management
288890,Nadjib,Hebert,Engineer,1962-09-15,1986-05-10,9999-01-01,Production
288920,Nechama,Bage,Senior Staff,1963-08-10,1985-05-22,9999-01-01,Finance
288956,Mack,Chimia,Senior Staff,1962-09-20,1986-10-12,9999-01-01,Human Resources
288972,Valter,Azumi,Engineer,1963-04-20,1986-11-02,9999-01-01,Production
288975,Pradeep,Cromarty,Assistant Engineer,1962-09-25,1987-12-13,9999-01-01,Development
288993,Guttorm,Boudaillier,Senior Staff,1964-10-29,1988-07-21,9999-01-01,Research
289045,Atreye,Tyugu,Senior Engineer,1964-09-13,1986-09-22,9999-01-01,Development
289047,Sumant,Ginneken,Senior Staff,1963-12-03,1985-05-01,9999-01-01,Customer Service
289058,Karoline,Frolund,Engineer,1964-07-26,1985-08-29,9999-01-01,Development
289063,Deniz,Alblas,Senior Staff,1963-03-23,1987-01-28,9999-01-01,Sales
289126,Radhika,Jeansoulin,Engineer,1964-07-14,1988-08-21,9999-01-01,Production
289133,Jacopo,Deville,Engineer,1962-03-15,1987-08-21,9999-01-01,Development
289147,Aris,Kampfer,Senior Staff,1963-07-17,1986-10-02,9999-01-01,Research
289183,Yurii,Gunderson,Engineer,1964-02-20,1985-03-26,9999-01-01,Development
289256,Tsuneo,Miculan,Senior Engineer,1964-01-05,1988-01-25,9999-01-01,Development
289267,Avishai,Brendel,Senior Engineer,1963-08-21,1987-11-21,9999-01-01,Development
289406,Xiaoqiu,Brendel,Senior Staff,1964-04-26,1988-10-25,9999-01-01,Marketing
289418,Jayson,Kalefeld,Engineer,1962-12-11,1986-04-16,9999-01-01,Production
289444,Werner,Detkin,Senior Staff,1963-12-17,1986-12-22,9999-01-01,Marketing
289454,Bowen,Narwekar,Senior Engineer,1965-01-20,1985-03-08,9999-01-01,Development
289476,Christfried,Reinhart,Technique Leader,1962-11-06,1985-03-13,9999-01-01,Development
289514,Miquel,Welham,Engineer,1962-05-03,1985-02-26,9999-01-01,Production
289519,Temple,Rassart,Engineer,1962-01-15,1987-05-02,9999-01-01,Development
289556,Mantis,Henseler,Senior Staff,1963-12-29,1985-04-11,9999-01-01,Marketing
289571,Xinan,Warwick,Senior Staff,1962-02-01,1987-08-04,9999-01-01,Research
289590,Shen,Talmor,Senior Staff,1963-11-20,1986-07-15,9999-01-01,Sales
289600,Yoshinari,Camarinopoulos,Senior Staff,1964-06-14,1986-03-03,9999-01-01,Sales
289625,Guenter,Pargaonkar,Assistant Engineer,1962-04-04,1985-06-11,9999-01-01,Production
289642,Elzbieta,Maquelin,Senior Staff,1962-08-27,1985-08-28,9999-01-01,Sales
289647,Marit,Murtafg,Senior Staff,1963-05-12,1986-03-24,9999-01-01,Research
289672,Youssef,Bernatsky,Engineer,1962-08-13,1988-07-28,9999-01-01,Development
289687,Fai,Maccarone,Senior Staff,1965-01-31,1985-10-30,9999-01-01,Research
289703,Surveyors,Candan,Assistant Engineer,1962-10-23,1987-04-04,9999-01-01,Development
289706,Peternela,Kropatsch,Engineer,1963-09-08,1986-12-26,9999-01-01,Production
289709,Youpyo,Farris,Senior Staff,1964-04-09,1988-12-18,9999-01-01,Human Resources
289742,Cristinel,Xiaoshan,Engineer,1963-10-04,1986-06-04,9999-01-01,Production
289853,Mohua,Scharstein,Senior Staff,1963-10-08,1987-12-01,9999-01-01,Marketing
289921,Jiong,Angelopoulos,Engineer,1963-08-01,1988-02-21,9999-01-01,Development
289940,Deborah,Reghbati,Senior Staff,1962-04-25,1987-11-18,9999-01-01,Sales
289944,Huican,Luce,Technique Leader,1962-10-11,1985-09-07,9999-01-01,Development
289949,Hongzhu,Bratten,Senior Staff,1964-11-28,1987-03-22,9999-01-01,Human Resources
289959,Naftali,Gecsel,Engineer,1964-08-02,1987-11-15,9999-01-01,Development
289964,Lillian,Baja,Engineer,1964-01-16,1987-08-26,9999-01-01,Quality Management
289967,Piyawadee,Jenevein,Engineer,1962-06-16,1987-07-27,9999-01-01,Production
289986,Kolar,Kaelbling,Senior Staff,1964-07-21,1986-04-27,9999-01-01,Marketing
289990,Sorina,Poehlman,Engineer,1964-05-15,1988-09-04,9999-01-01,Production
290066,Margareta,Marshall,Assistant Engineer,1963-08-02,1988-05-05,9999-01-01,Development
290076,Rosine,Roohalamini,Engineer,1964-10-19,1986-08-01,9999-01-01,Development
290087,Sungwon,Alpay,Senior Staff,1963-01-08,1988-10-22,9999-01-01,Marketing
290099,Kerryn,Lanzelotte,Engineer,1964-08-07,1986-07-01,9999-01-01,Quality Management
290111,Saddek,Acton,Engineer,1962-10-18,1985-04-05,9999-01-01,Development
290184,Geoffry,Luck,Senior Staff,1964-12-19,1987-10-11,9999-01-01,Human Resources
290224,Chinhyun,Schoegge,Engineer,1963-04-04,1985-03-27,9999-01-01,Production
290234,Remko,Wolniewicz,Technique Leader,1963-09-20,1987-09-15,9999-01-01,Research
290238,Zhensheng,Bharadwaj,Senior Staff,1964-03-07,1987-04-15,9999-01-01,Sales
290243,Rafail,Jumpertz,Senior Staff,1964-02-18,1986-05-28,9999-01-01,Human Resources
290245,Tomofumi,Emmart,Assistant Engineer,1964-07-14,1987-02-11,9999-01-01,Development
290246,Yurii,Chandrasekhar,Senior Staff,1963-10-07,1985-08-18,9999-01-01,Marketing
290254,Vugranam,Roohalamini,Engineer,1964-05-01,1988-11-21,9999-01-01,Development
290255,Nahum,Keirsey,Engineer,1964-05-10,1987-03-12,9999-01-01,Development
290276,Adas,Walston,Engineer,1963-05-11,1985-07-13,9999-01-01,Production
290319,Nalini,Malinowski,Senior Engineer,1964-05-03,1987-07-20,9999-01-01,Production
290342,Tzvetan,Wuwongse,Senior Staff,1963-04-15,1986-07-04,9999-01-01,Customer Service
290373,Sushant,Veevers,Senior Staff,1963-07-26,1985-08-07,9999-01-01,Sales
290403,Kazuhira,Riefers,Senior Staff,1964-08-11,1987-03-02,9999-01-01,Sales
290441,Gregory,Collavizza,Senior Staff,1965-01-25,1987-09-09,9999-01-01,Sales
290442,Djenana,Kragelund,Senior Staff,1962-05-16,1986-09-03,9999-01-01,Sales
290455,Nectarios,Pokrovskii,Engineer,1963-07-21,1987-03-03,9999-01-01,Development
290467,Shaowen,Poulakidas,Senior Staff,1965-01-29,1987-04-15,9999-01-01,Research
290527,Larisa,Bratsberg,Senior Staff,1964-09-27,1987-02-24,9999-01-01,Sales
290538,Kwok,Vrecion,Engineer,1962-11-22,1986-07-20,9999-01-01,Production
290563,Shigehiro,Oxenboll,Senior Engineer,1965-01-09,1986-02-26,9999-01-01,Production
290571,Gladys,Facello,Senior Staff,1962-05-09,1988-04-17,9999-01-01,Research
290583,Sadok,Zlotek,Engineer,1964-04-22,1987-10-07,9999-01-01,Quality Management
290665,Shim,Lalonde,Senior Staff,1964-07-28,1985-07-06,9999-01-01,Human Resources
290671,Kwangyoen,Anger,Engineer,1964-05-20,1988-06-10,9999-01-01,Development
290714,Cullen,Vickson,Senior Staff,1963-09-04,1986-02-24,9999-01-01,Finance
290721,True,Kuszyk,Senior Staff,1964-09-12,1986-02-13,9999-01-01,Research
