emp_no,first_name,last_name,title,birth_date,from_date,to_date
258696,DeForest,Kragelund,Senior Staff,1962-08-08,1987-08-01,9999-01-01
258718,Lansing,Feinberg,Engineer,1962-01-20,1987-10-14,9999-01-01
258730,Sastry,Roisin,Senior Staff,1962-02-21,1988-11-07,9999-01-01
258770,Jongsuk,Hinsberger,Engineer,1962-08-06,1986-05-07,9999-01-01
258784,Chikako,Stroustrup,Engineer,1962-01-12,1987-12-11,9999-01-01
258794,Gao,Cyne,Engineer,1962-08-06,1987-09-27,9999-01-01
258839,Matk,Danecki,Engineer,1964-07-08,1987-02-25,9999-01-01
258864,Susanta,Avouris,Senior Staff,1964-09-22,1986-07-16,9999-01-01
258909,Leon,Kobara,Senior Staff,1964-06-12,1985-07-31,9999-01-01
258966,Xinan,Janocha,Senior Staff,1962-11-20,1987-05-28,9999-01-01
258998,Shem,Majewski,Engineer,1963-04-16,1988-12-17,9999-01-01
259007,Zhenbing,Einsfeld,Engineer,1962-06-14,1985-06-30,9999-01-01
259045,Sorina,Chaudhuri,Senior Staff,1964-09-09,1988-07-14,9999-01-01
259078,Tsuneo,Swen,Senior Staff,1964-07-06,1985-03-18,9999-01-01
259162,Masasuke,Mikschl,Senior Engineer,1963-02-27,1985-11-17,9999-01-01
259187,Kristof,Vesel,Senior Staff,1962-08-30,1986-10-27,9999-01-01
259191,Suvo,Talmon,Senior Staff,1962-03-19,1986-07-21,9999-01-01
259203,Kristian,Shanbhogue,Senior Staff,1963-10-09,1987-12-16,9999-01-01
259213,Matk,Baja,Engineer,1962-08-08,1988-07-27,9999-01-01
259237,Palash,Gammage,Senior Staff,1965-01-27,1987-10-23,9999-01-01
259284,Mori,Shumilov,Engineer,1964-01-13,1985-09-18,9999-01-01
259298,Satyanarayana,Jervis,Senior Staff,1962-10-14,1985-04-22,9999-01-01
259340,Dung,Bahr,Senior Engineer,1964-02-26,1985-09-12,9999-01-01
259373,Youpyo,Delaune,Engineer,1963-07-18,1986-08-30,9999-01-01
259445,Goo,Stavenow,Senior Engineer,1963-02-05,1988-02-13,9999-01-01
259497,Zito,Demian,Senior Staff,1963-10-30,1986-02-07,9999-01-01
259520,Kellyn,Schrift,Engineer,1963-01-21,1988-07-14,9999-01-01
259532,Mikhail,Luef,Senior Staff,1963-03-07,1985-02-27,9999-01-01
259534,Navid,Rattan,Senior Staff,1964-12-11,1988-01-01,9999-01-01
259535,Yongmao,Bardell,Engineer,1962-09-10,1988-05-27,9999-01-01
259543,Navid,Roisin,Senior Staff,1962-06-28,1986-06-20,9999-01-01
259545,Khedija,Willoner,Senior Staff,1963-06-02,1987-04-04,9999-01-01
259575,Zijian,Lorin,Senior Staff,1963-04-04,1987-03-31,9999-01-01
259589,Oddvar,Pelc,Senior Staff,1964-12-13,1985-03-23,9999-01-01
259591,Oddvar,Shinomoto,Senior Staff,1964-10-01,1987-11-24,9999-01-01
259599,Patricio,Pelz,Technique Leader,1963-11-08,1985-08-24,9999-01-01
259600,Saddek,Marrevee,Senior Staff,1964-08-17,1988-01-25,9999-01-01
259720,Gen,Bresenham,Engineer,1962-04-10,1985-12-01,9999-01-01
259723,Arno,Chvatal,Engineer,1963-04-20,1986-07-02,9999-01-01
259735,Angus,Cheshire,Senior Engineer,1963-02-21,1988-04-23,9999-01-01
259773,Duri,Munro,Senior Staff,1964-03-13,1986-03-05,9999-01-01
259774,Frazer,Bisiani,Technique Leader,1962-04-19,1985-11-30,9999-01-01
259802,Aemilian,Penn,Senior Staff,1964-11-19,1987-06-22,9999-01-01
259829,Mrinalini,Kabayashi,Senior Staff,1962-01-13,1988-06-03,9999-01-01
259830,Holgard,Nations,Engineer,1964-02-28,1986-01-02,9999-01-01
259854,Berni,Khamsi,Senior Staff,1962-03-27,1987-10-02,9999-01-01
259862,Foong,Templeman,Senior Staff,1964-12-04,1985-02-14,9999-01-01
259871,Eric,Stamatiou,Senior Staff,1963-12-05,1986-01-09,9999-01-01
259912,Avishai,Rothe,Senior Staff,1962-01-05,1988-12-13,9999-01-01
259980,Mary,Muntz,Engineer,1962-06-11,1986-09-15,9999-01-01
260014,Eckart,Sgarro,Assistant Engineer,1962-03-31,1988-03-10,9999-01-01
260020,Almudena,Weedman,Technique Leader,1963-10-16,1986-02-05,9999-01-01
260030,Paloma,Ulupinar,Senior Staff,1964-11-17,1986-06-30,9999-01-01
260032,Rafael,Pettis,Assistant Engineer,1963-10-13,1985-07-30,9999-01-01
260048,Magdalena,Ambroszkiewicz,Senior Staff,1964-08-26,1987-01-10,9999-01-01
260056,Mart,Kuzuoka,Engineer,1962-09-02,1985-11-10,9999-01-01
260071,Mandell,Kawashimo,Senior Engineer,1963-05-14,1985-05-17,9999-01-01
260085,Gennadi,Ramaiah,Engineer,1962-07-08,1988-08-05,9999-01-01
260113,Samphel,Stasinski,Senior Staff,1963-01-09,1988-03-03,9999-01-01
260172,Remco,Chimia,Engineer,1964-04-20,1985-03-19,9999-01-01
260209,Venkatesan,Luca,Senior Staff,1962-05-22,1986-05-01,9999-01-01
260223,Vasiliy,Gopalakrishnan,Engineer,1963-01-31,1986-09-23,9999-01-01
260228,Katsuo,Denos,Senior Staff,1962-12-20,1987-11-04,9999-01-01
260245,Yannis,Pepe,Senior Staff,1964-09-17,1986-12-05,9999-01-01
260318,Charlene,Pargaonkar,Senior Staff,1962-07-03,1987-05-20,9999-01-01
260326,Henk,Iisaku,Senior Engineer,1964-01-25,1985-02-09,9999-01-01
260335,Palash,Denis,Senior Staff,1964-11-28,1987-04-15,9999-01-01
260336,Denny,Rajala,Senior Staff,1962-10-16,1987-09-14,9999-01-01
260337,Filipp,Teitelbaum,Senior Engineer,1964-08-16,1985-07-08,9999-01-01
260345,Moty,Genther,Senior Staff,1963-02-28,1985-09-21,9999-01-01
260395,Evgueni,Vilarrasa,Engineer,1962-01-10,1988-08-18,9999-01-01
260451,Torsten,Chiola,Senior Staff,1962-10-14,1985-12-13,9999-01-01
260452,Tze,Perin,Senior Staff,1962-12-16,1987-07-05,9999-01-01
260459,Zhaofang,Shanbhogue,Senior Staff,1964-02-01,1985-05-06,9999-01-01
260465,Steen,Vernadat,Engineer,1964-05-27,1985-04-21,9999-01-01
260493,Boalin,Schaaf,Senior Staff,1964-09-23,1986-06-07,9999-01-01
260514,Yakichi,Swen,Senior Staff,1963-10-14,1988-04-13,9999-01-01
260564,Mayumi,Pepe,Senior Staff,1963-08-11,1986-07-08,9999-01-01
260574,Hitomi,Mundy,Senior Staff,1962-07-01,1987-11-20,9999-01-01
260582,Ortrud,Cools,Senior Staff,1963-12-31,1986-09-11,9999-01-01
260613,Stevo,Marletta,Senior Staff,1962-02-14,1986-01-27,9999-01-01
260618,Hilari,Woycyznski,Technique Leader,1962-06-25,1988-03-09,9999-01-01
260654,Berhard,Zhang,Engineer,1962-07-25,1986-11-19,9999-01-01
260656,Reinhard,Perri,Senior Staff,1962-08-24,1986-04-17,9999-01-01
260677,Subir,Pietracaprina,Engineer,1964-01-14,1988-06-18,9999-01-01
260680,Kwun,Kilgour,Senior Staff,1963-03-27,1987-07-28,9999-01-01
260703,Maia,Lamba,Senior Staff,1963-11-14,1988-01-07,9999-01-01
260744,Cullen,Pena,Senior Staff,1963-08-05,1987-10-01,9999-01-01
260746,Hilary,Baca,Senior Staff,1962-09-01,1987-08-22,9999-01-01
260803,Luisa,Braunschweig,Senior Staff,1964-09-10,1985-03-03,9999-01-01
260819,Fay,Szemeredi,Senior Staff,1964-06-10,1987-02-15,9999-01-01
260820,Shaw,Juneja,Senior Staff,1964-04-01,1985-06-24,9999-01-01
260832,Shigeu,Langford,Senior Staff,1964-10-21,1986-12-19,9999-01-01
260859,Stamatina,Gien,Assistant Engineer,1964-05-27,1988-01-29,9999-01-01
260869,Kenton,Gill,Engineer,1962-08-17,1988-04-13,9999-01-01
260907,Paddy,Veevers,Senior Staff,1963-05-09,1986-09-03,9999-01-01
260924,Kwangsub,Flexer,Senior Engineer,1963-02-19,1986-04-19,9999-01-01
260988,Geoffrey,Ushiama,Engineer,1964-01-23,1985-02-27,9999-01-01
261022,Eirik,Suppi,Engineer,1962-01-15,1985-12-31,9999-01-01
261027,Saeko,Cooke,Senior Staff,1963-08-02,1988-07-26,9999-01-01
261041,Willard,Panienski,Engineer,1964-02-03,1985-04-08,9999-01-01
261043,Annemarie,Bresenham,Assistant Engineer,1964-10-31,1985-03-10,9999-01-01
261063,Irena,Schoegge,Senior Staff,1964-08-02,1986-10-20,9999-01-01
261079,Fumitake,Nanard,Technique Leader,1964-10-28,1985-02-16,9999-01-01
261103,Faiza,Azumi,Senior Staff,1962-07-21,1987-02-24,9999-01-01
261117,Junichi,Businaro,Engineer,1962-02-07,1988-09-14,9999-01-01
261151,DAIDA,Oaver,Senior Staff,1963-08-28,1985-12-27,9999-01-01
261175,Nidapan,Coorg,Senior Staff,1964-10-17,1988-10-12,9999-01-01
261184,Masako,Kornatzky,Senior Engineer,1965-01-30,1987-08-29,9999-01-01
261187,Akeel,Demri,Senior Staff,1962-07-23,1985-11-27,9999-01-01
261207,Isaac,Picht,Engineer,1962-09-14,1985-10-09,9999-01-01
261258,Mayuri,Fargier,Engineer,1963-04-13,1987-03-09,9999-01-01
261280,Stafford,Farrow,Engineer,1963-02-27,1985-06-01,9999-01-01
261341,Yuchang,Pocchiola,Senior Staff,1964-12-06,1987-12-16,9999-01-01
261442,Yifei,Famili,Engineer,1963-10-26,1988-11-01,9999-01-01
261449,Sampalli,Zolotykh,Senior Staff,1963-07-23,1988-04-07,9999-01-01
261459,Theirry,Barreiro,Senior Staff,1962-12-04,1986-11-15,9999-01-01
261478,Bingning,Bahk,Senior Staff,1964-03-28,1988-07-14,9999-01-01
261497,Charmane,Luga,Engineer,1964-01-18,1988-01-13,9999-01-01
261555,Josyula,Fioravanti,Senior Engineer,1962-01-23,1988-02-14,9999-01-01
261558,Yoshimitsu,Ouhyoung,Engineer,1962-03-12,1987-07-16,9999-01-01
261574,Kauko,Benantar,Senior Engineer,1963-01-12,1986-08-10,9999-01-01
261576,Zsolt,Gaughan,Engineer,1963-04-29,1987-10-25,9999-01-01
261583,Vidya,Kinley,Technique Leader,1964-10-11,1985-07-13,9999-01-01
261609,Tran,Rosis,Senior Staff,1962-05-22,1985-05-08,9999-01-01
261622,Tse,Valtorta,Senior Staff,1964-03-30,1988-08-27,9999-01-01
261636,Sugwoo,DiGiano,Senior Staff,1963-02-14,1987-03-07,9999-01-01
261637,Xianlong,Yurov,Senior Engineer,1963-09-22,1987-07-18,9999-01-01
261691,Elvia,Morrin,Senior Staff,1962-01-03,1986-08-07,9999-01-01
261710,Khun,Ratnakar,Assistant Engineer,1963-01-16,1987-02-02,9999-01-01
261731,Bader,Eiron,Engineer,1964-07-13,1988-11-18,9999-01-01
261743,Genevieve,Gurbaxani,Engineer,1962-01-07,1988-03-28,9999-01-01
261757,Akeno,Schaaf,Technique Leader,1963-12-23,1987-12-31,9999-01-01
261778,Guiseppe,Gerlach,Senior Staff,1962-10-09,1986-06-18,9999-01-01
261790,Domenico,Waterhouse,Assistant Engineer,1963-04-13,1985-11-19,9999-01-01
261884,Shooichi,Sidhu,Senior Engineer,1963-09-11,1986-01-19,9999-01-01
261903,Rafols,Melton,Senior Staff,1962-01-31,1986-01-16,9999-01-01
261939,Froduald,Morrin,Technique Leader,1962-12-09,1986-05-09,9999-01-01
261947,Goa,Picaronny,Senior Engineer,1964-12-13,1988-09-22,9999-01-01
261950,Kersti,Prampolini,Senior Staff,1962-03-15,1985-06-04,9999-01-01
262017,Genevieve,Demizu,Engineer,1964-06-22,1986-04-12,9999-01-01
262031,Yongmao,England,Engineer,1963-05-28,1988-11-22,9999-01-01
262055,Paraskevi,Botman,Engineer,1962-01-15,1985-03-25,9999-01-01
262062,Kamran,Rehfuss,Senior Staff,1964-02-15,1988-11-10,9999-01-01
262077,Chikara,Makrucki,Assistant Engineer,1963-07-30,1988-11-06,9999-01-01
262081,Dante,Feldhoffer,Assistant Engineer,1962-11-09,1987-11-21,9999-01-01
262138,Danny,Nicolson,Senior Staff,1964-03-05,1988-09-06,9999-01-01
262142,Kamakshi,Takanami,Engineer,1962-05-13,1985-07-29,9999-01-01
262145,Diederik,Babb,Senior Staff,1963-05-21,1986-04-07,9999-01-01
262156,Uinam,Perelgut,Senior Staff,1963-02-20,1988-07-27,9999-01-01
262167,Owen,Schmittgen,Engineer,1963-11-09,1987-03-31,9999-01-01
262179,Leandro,Schurmann,Engineer,1963-02-27,1987-11-11,9999-01-01
262208,Mrinalini,Holburn,Senior Staff,1965-01-16,1987-05-23,9999-01-01
262210,Chinho,Bottner,Assistant Engineer,1965-01-22,1985-07-29,9999-01-01
262249,LiMin,Silva,Senior Staff,1964-06-14,1988-11-24,9999-01-01
262262,Douadi,Deyuan,Senior Engineer,1962-05-23,1986-12-17,9999-01-01
262356,Yuping,Bonifati,Senior Staff,1963-06-18,1988-09-23,9999-01-01
262361,Palash,Pellegrinelli,Senior Engineer,1963-08-15,1987-06-14,9999-01-01
262418,Piyawadee,Pietrzykowski,Senior Staff,1964-05-12,1985-12-03,9999-01-01
262439,Lorien,Lagarias,Senior Staff,1965-01-30,1985-10-10,9999-01-01
262456,Xiaobin,Stifter,Senior Staff,1964-03-25,1987-05-03,9999-01-01
262465,Kamran,Nyanchama,Senior Staff,1964-07-19,1988-07-04,9999-01-01
262476,Kersti,Gluchowski,Senior Staff,1962-04-09,1986-09-07,9999-01-01
262495,Uinam,Snyers,Senior Engineer,1963-05-04,1987-07-29,9999-01-01
262533,Mooi,Vanwelkenhuysen,Engineer,1962-06-26,1987-09-17,9999-01-01
262561,Gill,Feinberg,Senior Staff,1963-02-01,1987-03-03,9999-01-01
262567,Oguz,Pero,Senior Staff,1962-12-22,1988-01-12,9999-01-01
262601,Yuguang,Mikschl,Senior Staff,1963-11-05,1985-02-04,9999-01-01
262605,Apostol,Douceur,Engineer,1964-05-09,1985-11-10,9999-01-01
262632,Gilbert,Bruckman,Assistant Engineer,1964-10-26,1985-08-26,9999-01-01
262655,Zhiwei,Cherinka,Technique Leader,1963-02-03,1986-11-14,9999-01-01
262658,Ewing,Brendel,Senior Engineer,1963-01-02,1988-01-06,9999-01-01
262675,JoAnne,Krider,Senior Staff,1963-08-12,1986-09-01,9999-01-01
262681,Honesty,Veeraraghavan,Engineer,1963-08-14,1987-06-07,9999-01-01
262682,Iara,Heinisuo,Engineer,1963-02-16,1987-07-24,9999-01-01
262692,Gen,Hempstead,Engineer,1964-02-10,1987-01-25,9999-01-01
262710,Yongdong,Feldmann,Engineer,1964-07-23,1987-03-02,9999-01-01
262728,Isaac,Gecsel,Engineer,1964-04-30,1988-12-19,9999-01-01
262731,Kendra,Hanabata,Engineer,1964-05-07,1988-10-20,9999-01-01
262742,Shuichi,Akazan,Senior Staff,1962-12-05,1988-08-29,9999-01-01
262774,Martine,Murtagh,Engineer,1962-06-29,1988-09-02,9999-01-01
262780,Vincent,Munch,Senior Staff,1963-10-25,1986-01-23,9999-01-01
262816,Shaz,Choobineh,Senior Engineer,1964-01-05,1988-02-03,9999-01-01
262823,Richard,Hofman,Engineer,1964-09-10,1987-06-23,9999-01-01
262840,Munehiko,Masaki,Assistant Engineer,1964-04-25,1986-01-01,9999-01-01
262855,Stein,Vidal,Senior Staff,1962-07-20,1987-08-11,9999-01-01
262869,Tran,Zweizig,Senior Staff,1962-01-13,1987-04-19,9999-01-01
262888,Ronnie,Kawashimo,Senior Staff,1963-07-01,1988-10-26,9999-01-01
262905,Kwangho,Kilgore,Senior Staff,1963-07-07,1985-07-24,9999-01-01
262917,Monique,Lamma,Senior Staff,1963-08-20,1986-03-05,9999-01-01
262941,Elliott,Panienski,Senior Staff,1962-08-01,1986-12-12,9999-01-01
262944,Anwar,Norsworthy,Senior Staff,1963-02-07,1988-07-17,9999-01-01
262984,Rajmohan,Onuegbe,Engineer,1963-11-30,1985-02-03,9999-01-01
263035,Elvis,Milicia,Senior Staff,1963-09-13,1985-02-23,9999-01-01
263048,Radhakrishnan,Kroha,Engineer,1962-07-25,1987-01-03,9999-01-01
263078,Kristine,Vieth,Senior Staff,1963-06-28,1986-04-12,9999-01-01
263086,Xiaopeng,Kulisch,Senior Engineer,1964-03-16,1985-07-08,9999-01-01
263090,Chikara,Roccetti,Senior Engineer,1962-05-11,1985-04-16,9999-01-01
263099,Willard,Pettit,Engineer,1962-06-11,1988-01-25,9999-01-01
263115,Takanari,Lunn,Engineer,1964-02-02,1987-04-25,9999-01-01
263188,Tsutomu,Birsak,Engineer,1962-01-13,1987-08-23,9999-01-01
263189,Prasadram,Danecki,Senior Engineer,1963-11-23,1986-05-18,9999-01-01
263203,Rasiah,Schreiter,Senior Engineer,1962-08-01,1985-12-20,9999-01-01
263254,Vidar,Plotkin,Engineer,1963-12-03,1987-11-30,9999-01-01
263319,Satyanarayana,Bashian,Engineer,1963-02-08,1987-07-03,9999-01-01
263338,Tru,Uhrik,Engineer,1962-06-21,1988-02-08,9999-01-01
263350,Guozhong,Schiper,Senior Staff,1963-04-16,1985-04-17,9999-01-01
263386,Zhongwei,Angot,Senior Staff,1963-05-30,1987-05-08,9999-01-01
263439,Atreye,Kabayashi,Senior Engineer,1965-01-09,1986-12-15,9999-01-01
263447,Sadok,Esteva,Senior Engineer,1963-12-02,1987-08-04,9999-01-01
263470,Owen,Imataki,Assistant Engineer,1964-06-25,1987-10-12,9999-01-01
263478,Augustine,Pashtan,Engineer,1962-11-15,1987-12-22,9999-01-01
263489,Pramod,Heemskerk,Engineer,1962-01-11,1986-04-13,9999-01-01
263499,JoAnne,Thorensen,Senior Engineer,1964-05-29,1988-06-01,9999-01-01
263523,Rafael,Portugali,Engineer,1962-01-28,1985-05-11,9999-01-01
263536,Kiyotoshi,Chaudhury,Senior Staff,1964-07-15,1986-02-12,9999-01-01
263546,Vojin,Ushiama,Assistant Engineer,1964-04-10,1987-03-01,9999-01-01
263555,Ingemar,Birnbaum,Assistant Engineer,1964-09-27,1986-02-21,9999-01-01
263571,Berna,Luft,Engineer,1963-12-04,1987-05-05,9999-01-01
263578,Karoline,Zastre,Technique Leader,1962-01-24,1987-04-01,9999-01-01
263628,Tamiya,Heusch,Technique Leader,1963-05-20,1986-04-11,9999-01-01
263638,Subir,Nyrup,Senior Staff,1964-04-14,1988-04-22,9999-01-01
263650,Candida,Kuzuoka,Senior Staff,1963-07-02,1987-06-01,9999-01-01
263675,Herbert,Ginneken,Senior Staff,1964-05-18,1986-12-04,9999-01-01
263732,Kazuhiko,Kavanagh,Senior Engineer,1963-12-16,1986-10-30,9999-01-01
263739,Demos,Tramer,Engineer,1963-09-27,1987-07-29,9999-01-01
263752,Stabislas,Swen,Senior Staff,1962-10-27,1986-06-29,9999-01-01
263761,Manton,Solovay,Engineer,1962-12-13,1985-07-30,9999-01-01
263795,Manohar,Narlikar,Senior Staff,1962-11-26,1985-06-22,9999-01-01
263800,Mari,Baalen,Senior Staff,1964-11-25,1987-11-18,9999-01-01
263847,Piyush,Otillio,Senior Engineer,1964-08-16,1985-09-21,9999-01-01
263869,Hugh,Molenaar,Senior Staff,1962-10-01,1985-02-21,9999-01-01
263880,Hidde,Monarch,Engineer,1962-04-04,1987-07-29,9999-01-01
263885,Mingzeng,Gopalakrishnan,Senior Engineer,1964-11-18,1986-10-27,9999-01-01
263917,Zhongwei,Stanfel,Senior Staff,1964-03-06,1987-03-03,9999-01-01
263926,Fusako,Schwartzbauer,Senior Staff,1965-01-03,1985-04-07,9999-01-01
264048,Maris,Lammel,Engineer,1963-02-12,1985-08-01,9999-01-01
264071,Magy,Orlowska,Senior Staff,1963-08-23,1985-12-14,9999-01-01
264076,Anwar,Antonakopoulos,Senior Staff,1963-07-27,1985-09-20,9999-01-01
264080,Yakichi,Flanders,Senior Staff,1962-04-08,1985-07-03,9999-01-01
264089,Dietrich,Neimat,Engineer,1962-01-15,1985-12-20,9999-01-01
264114,Shietung,Vadhan,Engineer,1964-07-21,1988-01-03,9999-01-01
264147,Stamatina,Goldhammer,Engineer,1963-06-06,1986-12-28,9999-01-01
264172,Mong,Hockney,Engineer,1963-12-18,1988-04-04,9999-01-01
264175,Henk,Boudaillier,Engineer,1963-07-22,1988-04-29,9999-01-01
264189,Charmane,Binding,Senior Staff,1964-10-20,1986-06-25,9999-01-01
264196,Tesuro,Shackel,Engineer,1963-12-07,1985-06-29,9999-01-01
264229,Nalini,Hofstetter,Senior Staff,1964-09-25,1986-02-07,9999-01-01
264239,Falguni,Demian,Senior Staff,1962-02-09,1987-02-11,9999-01-01
264263,Arumugam,Wegerle,Senior Staff,1962-05-07,1985-06-22,9999-01-01
264271,Xiadong,Yurek,Senior Staff,1962-10-26,1985-11-17,9999-01-01
264299,Elrique,Kushnir,Senior Staff,1963-01-27,1988-10-31,9999-01-01
264309,Zhigen,Pehl,Engineer,1964-05-23,1987-11-25,9999-01-01
264319,Leon,Bugaenko,Senior Staff,1962-04-06,1987-10-25,9999-01-01
264335,Eirik,Schauser,Senior Staff,1963-12-09,1985-03-21,9999-01-01
264339,Sanjeeva,Alameldin,Senior Staff,1963-11-14,1988-09-05,9999-01-01
264379,Jasminko,Serov,Senior Staff,1962-09-16,1988-02-23,9999-01-01
264471,Temple,Pews,Senior Staff,1963-01-23,1987-01-02,9999-01-01
264483,Heng,Luft,Senior Staff,1962-12-04,1987-08-22,9999-01-01
264523,Werner,Siksek,Senior Staff,1963-02-13,1986-06-24,9999-01-01
264531,Mircea,Orlowska,Senior Engineer,1962-11-11,1988-08-15,9999-01-01
264532,Shietung,Pettis,Engineer,1963-10-21,1987-01-30,9999-01-01
264536,Mooi,Katzenelson,Engineer,1963-01-14,1988-03-31,9999-01-01
264571,Zine,Krider,Technique Leader,1963-07-27,1988-07-25,9999-01-01
264611,Atilio,Schaaf,Senior Staff,1963-10-12,1986-04-13,9999-01-01
264628,Ger,Angelopoulos,Senior Staff,1962-02-21,1988-01-03,9999-01-01
264708,Taisook,Ranze,Senior Staff,1963-11-16,1987-04-25,9999-01-01
264757,Djelloul,Tischendorf,Engineer,1964-09-08,1986-04-24,9999-01-01
264772,Ronghao,Leijenhorst,Engineer,1964-03-16,1985-03-09,9999-01-01
264774,Sariel,Bach,Senior Engineer,1963-10-02,1987-09-13,9999-01-01
264791,Udo,Schwartzburd,Senior Staff,1962-08-28,1987-07-09,9999-01-01
264835,Tsvetan,Markovitch,Senior Staff,1964-12-02,1985-10-16,9999-01-01
264897,Dannz,Suermann,Engineer,1964-03-21,1986-05-10,9999-01-01
264928,Caolyn,Ermel,Senior Staff,1963-02-23,1987-04-06,9999-01-01
264988,Hauke,Denos,Senior Engineer,1963-12-30,1986-01-07,9999-01-01
265001,Weiru,Demri,Senior Staff,1964-03-22,1986-02-14,9999-01-01
265008,Remco,Covnot,Senior Staff,1962-02-02,1988-04-15,9999-01-01
265017,Cullen,Weedon,Technique Leader,1963-03-24,1986-01-16,9999-01-01
265052,Jiong,Merle,Senior Staff,1962-08-29,1985-05-17,9999-01-01
265058,Hideyuki,Erev,Engineer,1963-11-22,1987-03-12,9999-01-01
265082,Hitofumi,Champarnaud,Technique Leader,1964-12-09,1988-12-16,9999-01-01
265093,Siddarth,Krogh,Senior Engineer,1964-05-22,1986-12-15,9999-01-01
265107,Sanjit,Crouzet,Engineer,1963-11-12,1987-02-22,9999-01-01
265123,Rosalyn,Binding,Engineer,1963-08-26,1986-11-04,9999-01-01
265136,Sigeru,Zongker,Engineer,1963-12-09,1985-03-09,9999-01-01
265139,Rance,Perry,Engineer,1962-09-02,1985-12-13,9999-01-01
265144,Ute,Stamatiou,Engineer,1963-10-23,1985-04-05,9999-01-01
265225,Gita,Pashtan,Engineer,1963-11-19,1985-10-31,9999-01-01
265231,Guozhong,Kilgore,Senior Staff,1962-01-27,1988-08-21,9999-01-01
265264,Jovan,Taubman,Engineer,1964-12-28,1987-12-09,9999-01-01
265297,Mamdouh,Zedlitz,Senior Engineer,1964-10-02,1986-04-18,9999-01-01
265313,Marie,Makinen,Technique Leader,1962-11-29,1986-12-18,9999-01-01
265320,Morrie,DiGiano,Senior Staff,1963-06-17,1988-10-20,9999-01-01
265352,Jouni,Waleschkowski,Engineer,1964-08-24,1986-03-19,9999-01-01
265365,Tsz,Reghbati,Senior Staff,1964-11-28,1986-01-30,9999-01-01
265426,Kiam,Famili,Assistant Engineer,1962-03-10,1988-12-14,9999-01-01
265428,Vasilis,Detkin,Engineer,1963-09-04,1986-03-15,9999-01-01
265459,Gil,Garnier,Senior Staff,1963-12-03,1985-04-29,9999-01-01
265460,Tristan,Zielinski,Engineer,1964-06-09,1988-09-16,9999-01-01
265471,Yuuichi,Vanwelkenhuysen,Senior Engineer,1962-11-07,1986-03-05,9999-01-01
265490,Satosi,Gunderson,Assistant Engineer,1964-04-11,1986-02-14,9999-01-01
265533,Muneo,Shrader,Senior Staff,1962-03-29,1988-12-18,9999-01-01
265552,Giap,Desikan,Senior Staff,1962-06-14,1987-01-01,9999-01-01
265558,Susuma,Kleiser,Senior Staff,1965-01-31,1987-08-02,9999-01-01
265569,Saddek,Ferriere,Engineer,1964-04-02,1987-05-20,9999-01-01
265596,Guther,Pehl,Engineer,1962-09-20,1987-07-04,9999-01-01
265597,Zine,Lindenbaum,Senior Staff,1962-06-03,1988-07-25,9999-01-01
265602,Yoshinari,Vieth,Senior Staff,1963-06-01,1986-09-05,9999-01-01
265630,Alois,Ghalwash,Engineer,1963-12-28,1988-11-16,9999-01-01
265678,Brendon,Schreiter,Senior Engineer,1964-04-09,1986-07-22,9999-01-01
265691,Giap,Ruemmler,Engineer,1963-10-26,1987-09-02,9999-01-01
265723,Patricia,Sadowski,Engineer,1962-04-02,1986-06-11,9999-01-01
265746,Koichi,Noriega,Senior Engineer,1963-05-14,1986-01-06,9999-01-01
265753,Aran,Pashtan,Engineer,1963-08-11,1985-08-17,9999-01-01
265811,Aloke,Zockler,Engineer,1962-08-16,1986-11-11,9999-01-01
265854,Zito,Brendel,Senior Staff,1962-04-01,1988-12-18,9999-01-01
265866,Manu,Imataki,Engineer,1963-05-31,1987-04-06,9999-01-01
265879,Pranay,Hanratty,Engineer,1963-11-13,1985-06-11,9999-01-01
265886,Ult,Chleq,Senior Staff,1964-07-09,1987-07-10,9999-01-01
265933,Miomir,Montresor,Senior Staff,1964-05-27,1986-12-09,9999-01-01
265942,Valter,Albarhamtoshy,Engineer,1964-10-25,1985-09-23,9999-01-01
266008,Arnd,Jayawardene,Senior Staff,1964-01-30,1988-05-09,9999-01-01
266045,Maya,Harllee,Senior Staff,1964-04-04,1985-12-28,9999-01-01
266074,Genta,Prenel,Senior Staff,1962-03-03,1985-06-08,9999-01-01
266088,Adhemar,Herbst,Senior Staff,1963-03-16,1987-12-06,9999-01-01
266099,Kiyotoshi,Buescher,Senior Staff,1962-06-04,1987-07-13,9999-01-01
266128,Mario,Trelles,Senior Staff,1962-10-08,1988-01-10,9999-01-01
